uuid,unitsSold,unitPrice,unitCost,totalRevenue,totalCost,totalProfit
512350690,4810,109.28,35.84,525636.8,172390.4,353246.4
946729934,7281,437.2,263.33,3183253.2,1917305.73,1265947.47
682776963,7731,109.28,35.84,844843.68,277079.04,567764.64
673665606,1478,9.33,6.92,13789.74,10227.76,3561.98
592882192,5871,668.27,502.54,3923413.17,2950412.34,973000.83
184225547,5288,421.89,364.69,2230954.32,1928480.72,302473.6
611807000,6142,109.28,35.84,671197.76,220129.28,451068.48
410050380,1874,668.27,502.54,1252337.98,941759.96,310578.02
433692014,7959,9.33,6.92,74257.47,55076.28,19181.19
707780730,6901,651.21,524.96,4494000.21,3622748.96,871251.25
877677857,3237,255.28,159.42,826341.36,516042.54,310298.82
659057223,8533,152.58,97.44,1301965.14,831455.52,470509.62
287905156,6388,668.27,502.54,4268908.76,3210225.52,1058683.24
970520484,7433,205.7,117.11,1528968.1,870478.63,658489.47
833514535,4328,668.27,502.54,2892272.56,2174993.12,717279.44
773811137,6766,47.45,31.79,321046.7,215091.14,105955.56
408646619,6470,437.2,263.33,2828684,1703745.1,1124938.9
325569808,2196,152.58,97.44,335065.68,213978.24,121087.44
732442033,4729,255.28,159.42,1207219.12,753897.18,453321.94
107437121,1887,205.7,117.11,388155.9,220986.57,167169.33
149041402,3518,255.28,159.42,898075.04,560839.56,337235.48
826053702,6502,109.28,35.84,710538.56,233031.68,477506.88
827585351,9751,154.06,90.93,1502239.06,886658.43,615580.63
713060176,9207,81.73,56.67,752488.11,521760.69,230727.42
662214505,2843,154.06,90.93,437992.58,258513.99,179478.59
925097167,5664,437.2,263.33,2476300.8,1491501.12,984799.68
472069489,4707,109.28,35.84,514380.96,168698.88,345682.08
143805301,4039,668.27,502.54,2699142.53,2029759.06,669383.47
401290929,9758,154.06,90.93,1503317.48,887294.94,616022.54
875825202,4995,9.33,6.92,46603.35,34565.4,12037.95
819019448,4910,421.89,364.69,2071479.9,1790627.9,280852
452797496,1696,81.73,56.67,138614.08,96112.32,42501.76
519395673,9577,651.21,524.96,6236638.17,5027541.92,1209096.25
931362807,9806,437.2,263.33,4287183.2,2582213.98,1704969.22
321560227,5672,152.58,97.44,865433.76,552679.68,312754.08
993161761,7490,651.21,524.96,4877562.9,3931950.4,945612.5
369653737,7610,81.73,56.67,621965.3,431258.7,190706.6
444834983,5412,9.33,6.92,50493.96,37451.04,13042.92
132816827,2305,255.28,159.42,588420.4,367463.1,220957.3
218023097,6734,421.89,364.69,2841007.26,2455822.46,385184.8
205190122,9172,437.2,263.33,4009998.4,2415262.76,1594735.64
569366729,7122,668.27,502.54,4759418.94,3579089.88,1180329.06
505914247,123,205.7,117.11,25301.1,14404.53,10896.57
180506503,4740,255.28,159.42,1210027.2,755650.8,454376.4
279129827,9573,651.21,524.96,6234033.33,5025442.08,1208591.25
658083045,252,81.73,56.67,20595.96,14280.84,6315.12
793977487,4437,421.89,364.69,1871925.93,1618129.53,253796.4
233736979,6821,437.2,263.33,2982141.2,1796173.93,1185967.27
844597852,4128,651.21,524.96,2688194.88,2167034.88,521160
964108932,112,9.33,6.92,1044.96,775.04,269.92
350131547,560,9.33,6.92,5224.8,3875.2,1349.6
630839526,8289,437.2,263.33,3623950.8,2182742.37,1441208.43
354719197,8148,81.73,56.67,665936.04,461747.16,204188.88
840569388,2016,47.45,31.79,95659.2,64088.64,31570.56
327501428,3805,109.28,35.84,415810.4,136371.2,279439.2
724939143,4457,154.06,90.93,686645.42,405275.01,281370.41
862618863,6946,47.45,31.79,329587.7,220813.34,108774.36
540589416,1276,152.58,97.44,194692.08,124333.44,70358.64
979212129,9484,205.7,117.11,1950858.8,1110671.24,840187.56
769160830,637,109.28,35.84,69611.36,22830.08,46781.28
821421849,5834,109.28,35.84,637539.52,209090.56,428448.96
317294013,3204,205.7,117.11,659062.8,375220.44,283842.36
758388650,2909,421.89,364.69,1227278.01,1060883.21,166394.8
116629588,2142,668.27,502.54,1431434.34,1076440.68,354993.66
484253156,125,154.06,90.93,19257.5,11366.25,7891.25
423808181,3114,205.7,117.11,640549.8,364680.54,275869.26
818155992,9394,9.33,6.92,87646.02,65006.48,22639.54
820470416,4284,651.21,524.96,2789783.64,2248928.64,540855
104237782,5131,152.58,97.44,782887.98,499964.64,282923.34
213256919,6316,152.58,97.44,963695.28,615431.04,348264.24
511639153,4250,421.89,364.69,1793032.5,1549932.5,243100
433808314,2375,205.7,117.11,488537.5,278136.25,210401.25
834500730,6165,651.21,524.96,4014709.65,3236378.4,778331.25
838765227,8125,668.27,502.54,5429693.75,4083137.5,1346556.25
991963136,2790,81.73,56.67,228026.7,158109.3,69917.4
109768283,1729,47.45,31.79,82041.05,54964.91,27076.14
228166997,8540,651.21,524.96,5561333.4,4483158.4,1078175
753458106,3852,152.58,97.44,587738.16,375338.88,212399.28
712252938,327,81.73,56.67,26725.71,18531.09,8194.62
101475322,7658,437.2,263.33,3348077.6,2016581.14,1331496.46
338361585,7567,255.28,159.42,1931703.76,1206331.14,725372.62
210460555,8810,421.89,364.69,3716850.9,3212918.9,503932
825633561,2173,109.28,35.84,237465.44,77880.32,159585.12
662054431,5473,205.7,117.11,1125796.1,640943.03,484853.07
518209493,8559,651.21,524.96,5573706.39,4493132.64,1080573.75
362897574,8312,47.45,31.79,394404.4,264238.48,130165.92
685230004,3640,651.21,524.96,2370404.4,1910854.4,459550
244630610,489,152.58,97.44,74611.62,47648.16,26963.46
120835721,6830,152.58,97.44,1042121.4,665515.2,376606.2
563894164,7669,9.33,6.92,71551.77,53069.48,18482.29
544167268,42,668.27,502.54,28067.34,21106.68,6960.66
902328860,8016,81.73,56.67,655147.68,454266.72,200880.96
299365270,7691,421.89,364.69,3244755.99,2804830.79,439925.2
166575324,2195,109.28,35.84,239869.6,78668.8,161200.8
655570352,6690,109.28,35.84,731083.2,239769.6,491313.6
188274180,3369,668.27,502.54,2251401.63,1693057.26,558344.37
406923139,6454,81.73,56.67,527485.42,365748.18,161737.24
324066054,7202,668.27,502.54,4812880.54,3619293.08,1193587.46
372564256,8897,47.45,31.79,422162.65,282835.63,139327.02
155591571,1858,437.2,263.33,812317.6,489267.14,323050.46
696634328,8433,154.06,90.93,1299187.98,766812.69,532375.29
389491355,8002,437.2,263.33,3498474.4,2107166.66,1391307.74
848273980,1976,154.06,90.93,304422.56,179677.68,124744.88
157406032,8798,421.89,364.69,3711788.22,3208542.62,503245.6
521623837,8940,255.28,159.42,2282203.2,1425214.8,856988.4
615976226,9908,81.73,56.67,809780.84,561486.36,248294.48
535824525,1239,154.06,90.93,190880.34,112662.27,78218.07
446842563,9499,668.27,502.54,6347896.73,4773627.46,1574269.27
135016667,3287,152.58,97.44,501530.46,320285.28,181245.18
356645667,8233,47.45,31.79,390655.85,261727.07,128928.78
588340890,1998,255.28,159.42,510049.44,318521.16,191528.28
377026164,9275,205.7,117.11,1907867.5,1086195.25,821672.25
689937818,6787,47.45,31.79,322043.15,215758.73,106284.42
764624679,8289,81.73,56.67,677459.97,469737.63,207722.34
358948075,9567,81.73,56.67,781910.91,542161.89,239749.02
201081836,3439,109.28,35.84,375813.92,123253.76,252560.16
639512288,4752,81.73,56.67,388380.96,269295.84,119085.12
293038260,5388,668.27,502.54,3600638.76,2707685.52,892953.24
100771081,9257,154.06,90.93,1426133.42,841739.01,584394.41
172134578,7302,205.7,117.11,1502021.4,855137.22,646884.18
236865079,2495,255.28,159.42,636923.6,397752.9,239170.7
995011413,4843,421.89,364.69,2043213.27,1766193.67,277019.6
966934907,6381,421.89,364.69,2692080.09,2327086.89,364993.2
543309390,6177,9.33,6.92,57631.41,42744.84,14886.57
635121190,5329,421.89,364.69,2248251.81,1943433.01,304818.8
423669135,1967,9.33,6.92,18352.11,13611.64,4740.47
510564553,6252,9.33,6.92,58331.16,43263.84,15067.32
667731273,5377,651.21,524.96,3501556.17,2822709.92,678846.25
287405622,8565,205.7,117.11,1761820.5,1003047.15,758773.35
632136428,2071,437.2,263.33,905441.2,545356.43,360084.77
784785020,4182,152.58,97.44,638089.56,407494.08,230595.48
798525226,214,152.58,97.44,32652.12,20852.16,11799.96
346843373,7517,437.2,263.33,3286432.4,1979451.61,1306980.79
973538291,469,651.21,524.96,305417.49,246206.24,59211.25
242721307,5483,421.89,364.69,2313222.87,1999595.27,313627.6
288816249,6001,668.27,502.54,4010288.27,3015742.54,994545.73
166559445,7496,47.45,31.79,355685.2,238297.84,117387.36
800999724,2473,437.2,263.33,1081195.6,651215.09,429980.51
937498414,5469,154.06,90.93,842554.14,497296.17,345257.97
291729342,8050,9.33,6.92,75106.5,55706,19400.5
899678838,3816,651.21,524.96,2485017.36,2003247.36,481770
367645728,3396,152.58,97.44,518161.68,330906.24,187255.44
422241342,9451,668.27,502.54,6315819.77,4749505.54,1566314.23
160389506,1674,668.27,502.54,1118683.98,841251.96,277432.02
999326550,1788,205.7,117.11,367791.6,209392.68,158398.92
826601302,8549,651.21,524.96,5567194.29,4487883.04,1079311.25
750075089,2742,668.27,502.54,1832396.34,1377964.68,454431.66
147921741,2185,9.33,6.92,20386.05,15120.2,5265.85
718627583,6726,205.7,117.11,1383538.2,787681.86,595856.34
630991446,3246,9.33,6.92,30285.18,22462.32,7822.86
374124658,655,668.27,502.54,437716.85,329163.7,108553.15
507451045,4896,437.2,263.33,2140531.2,1289263.68,851267.52
310706937,3942,81.73,56.67,322179.66,223393.14,98786.52
933941161,2799,81.73,56.67,228762.27,158619.33,70142.94
447515046,8502,668.27,502.54,5681631.54,4272595.08,1409036.46
592102420,5119,668.27,502.54,3420874.13,2572502.26,848371.87
928689610,8748,109.28,35.84,955981.44,313528.32,642453.12
188575446,2520,421.89,364.69,1063162.8,919018.8,144144
323371255,1595,437.2,263.33,697334,420011.35,277322.65
655000865,8166,47.45,31.79,387476.7,259597.14,127879.56
125700604,6457,47.45,31.79,306384.65,205268.03,101116.62
448019301,7722,651.21,524.96,5028643.62,4053741.12,974902.5
254818284,5248,205.7,117.11,1079513.6,614593.28,464920.32
949271380,9351,437.2,263.33,4088257.2,2462398.83,1625858.37
854864919,2381,9.33,6.92,22214.73,16476.52,5738.21
165397727,3718,154.06,90.93,572795.08,338077.74,234717.34
494981133,4772,47.45,31.79,226431.4,151701.88,74729.52
828038966,3986,668.27,502.54,2663724.22,2003124.44,660599.78
669307553,1833,255.28,159.42,467928.24,292216.86,175711.38
493835723,5819,668.27,502.54,3888663.13,2924280.26,964382.87
396984803,5480,668.27,502.54,3662119.6,2753919.2,908200.4
544428622,7383,81.73,56.67,603412.59,418394.61,185017.98
722153508,126,651.21,524.96,82052.46,66144.96,15907.5
786458289,9339,651.21,524.96,6081650.19,4902601.44,1179048.75
213954293,2685,668.27,502.54,1794304.95,1349319.9,444985.05
351565349,4854,205.7,117.11,998467.8,568451.94,430015.86
366527783,2571,81.73,56.67,210127.83,145698.57,64429.26
396390426,9590,205.7,117.11,1972663,1123084.9,849578.1
199014604,1699,205.7,117.11,349484.3,198969.89,150514.41
502574145,1713,81.73,56.67,140003.49,97075.71,42927.78
755555379,4482,152.58,97.44,683863.56,436726.08,247137.48
476757133,1885,81.73,56.67,154061.05,106822.95,47238.1
605290734,7834,437.2,263.33,3425024.8,2062927.22,1362097.58
350580012,3271,205.7,117.11,672844.7,383066.81,289777.89
342361295,1170,154.06,90.93,180250.2,106388.1,73862.1
380683410,1535,651.21,524.96,999607.35,805813.6,193793.75
785907685,6404,437.2,263.33,2799828.8,1686365.32,1113463.48
148707950,4842,47.45,31.79,229752.9,153927.18,75825.72
280070531,7949,154.06,90.93,1224622.94,722802.57,501820.37
361294257,3854,81.73,56.67,314987.42,218406.18,96581.24
993990457,2720,9.33,6.92,25377.6,18822.4,6555.2
150082957,1737,9.33,6.92,16206.21,12020.04,4186.17
821808087,130,205.7,117.11,26741,15224.3,11516.7
671714675,4154,651.21,524.96,2705126.34,2180683.84,524442.5
582664048,2095,668.27,502.54,1400025.65,1052821.3,347204.35
607830035,9270,154.06,90.93,1428136.2,842921.1,585215.1
420698964,3027,109.28,35.84,330790.56,108487.68,222302.88
665069663,7747,205.7,117.11,1593557.9,907251.17,686306.73
705053460,9842,81.73,56.67,804386.66,557746.14,246640.52
875074183,2752,651.21,524.96,1792129.92,1444689.92,347440
229868161,1952,421.89,364.69,823529.28,711874.88,111654.4
594484221,9947,152.58,97.44,1517713.26,969235.68,548477.58
714283692,1272,9.33,6.92,11867.76,8802.24,3065.52
304940402,7496,668.27,502.54,5009351.92,3767039.84,1242312.08
502440679,2217,668.27,502.54,1481554.59,1114131.18,367423.41
713083350,6064,47.45,31.79,287736.8,192774.56,94962.24
863479745,1700,47.45,31.79,80665,54043,26622
950553691,8815,154.06,90.93,1358038.9,801547.95,556490.95
591541516,9135,154.06,90.93,1407338.1,830645.55,576692.55
373992049,1413,421.89,364.69,596130.57,515306.97,80823.6
505766618,6436,152.58,97.44,982004.88,627123.84,354881.04
365039050,2022,81.73,56.67,165258.06,114586.74,50671.32
750295674,8018,47.45,31.79,380454.1,254892.22,125561.88
730335319,1305,109.28,35.84,142610.4,46771.2,95839.2
794269311,794,205.7,117.11,163325.8,92985.34,70340.46
601521480,2428,109.28,35.84,265331.84,87019.52,178312.32
331828153,4179,651.21,524.96,2721406.59,2193807.84,527598.75
235238158,1053,255.28,159.42,268809.84,167869.26,100940.58
182112824,87,255.28,159.42,22209.36,13869.54,8339.82
113125979,5346,47.45,31.79,253667.7,169949.34,83718.36
489263951,2931,9.33,6.92,27346.23,20282.52,7063.71
941825568,5970,651.21,524.96,3887723.7,3134011.2,753712.5
722422158,9625,668.27,502.54,6432098.75,4836947.5,1595151.25
952977550,6089,651.21,524.96,3965217.69,3196481.44,768736.25
575728070,9585,421.89,364.69,4043815.65,3495553.65,548262
403222548,1367,9.33,6.92,12754.11,9459.64,3294.47
868322312,4723,421.89,364.69,1992586.47,1722430.87,270155.6
674201190,9969,154.06,90.93,1535824.14,906481.17,629342.97
844345510,9454,651.21,524.96,6156539.34,4962971.84,1193567.5
672554099,2558,668.27,502.54,1709434.66,1285497.32,423937.34
872938287,693,81.73,56.67,56638.89,39272.31,17366.58
429921901,2299,255.28,159.42,586888.72,366506.58,220382.14
648241269,7852,9.33,6.92,73259.16,54335.84,18923.32
202945220,4855,47.45,31.79,230369.75,154340.45,76029.3
989395081,2846,9.33,6.92,26553.18,19694.32,6858.86
473264682,8391,81.73,56.67,685796.43,475517.97,210278.46
240540349,89,437.2,263.33,38910.8,23436.37,15474.43
147520911,3571,437.2,263.33,1561241.2,940351.43,620889.77
570817697,6496,421.89,364.69,2740597.44,2369026.24,371571.2
157354533,3558,154.06,90.93,548145.48,323528.94,224616.54
774367749,1480,651.21,524.96,963790.8,776940.8,186850
759406173,4017,109.28,35.84,438977.76,143969.28,295008.48
770331132,6955,152.58,97.44,1061193.9,677695.2,383498.7
635316455,3112,421.89,364.69,1312921.68,1134915.28,178006.4
702848470,7336,9.33,6.92,68444.88,50765.12,17679.76
491726005,1507,109.28,35.84,164684.96,54010.88,110674.08
941060388,9536,9.33,6.92,88970.88,65989.12,22981.76
360275447,2366,9.33,6.92,22074.78,16372.72,5702.06
279107511,2970,152.58,97.44,453162.6,289396.8,163765.8
497605407,1353,421.89,364.69,570817.17,493425.57,77391.6
436130464,9551,255.28,159.42,2438179.28,1522620.42,915558.86
485356509,6632,109.28,35.84,724744.96,237690.88,487054.08
656269872,3694,651.21,524.96,2405569.74,1939202.24,466367.5
130169379,8867,205.7,117.11,1823941.9,1038414.37,785527.53
408666360,2312,651.21,524.96,1505597.52,1213707.52,291890
363684642,1222,154.06,90.93,188261.32,111116.46,77144.86
287460553,4821,9.33,6.92,44979.93,33361.32,11618.61
542542922,9362,47.45,31.79,444226.9,297617.98,146608.92
211793076,3133,668.27,502.54,2093689.91,1574457.82,519232.09
248384845,1450,205.7,117.11,298265,169809.5,128455.5
325804555,1663,651.21,524.96,1082962.23,873008.48,209953.75
187851035,8151,255.28,159.42,2080787.28,1299432.42,781354.86
998635613,7325,47.45,31.79,347571.25,232861.75,114709.5
392582118,2628,651.21,524.96,1711379.88,1379594.88,331785
124426877,9533,154.06,90.93,1468653.98,866835.69,601818.29
219218719,545,109.28,35.84,59557.6,19532.8,40024.8
322318971,201,651.21,524.96,130893.21,105516.96,25376.25
149401462,67,154.06,90.93,10322.02,6092.31,4229.71
836452519,3743,255.28,159.42,955513.04,596709.06,358803.98
889770972,1858,9.33,6.92,17335.14,12857.36,4477.78
235968148,7074,651.21,524.96,4606659.54,3713567.04,893092.5
671967875,9082,437.2,263.33,3970650.4,2391563.06,1579087.34
915006482,9606,152.58,97.44,1465683.48,936008.64,529674.84
652632796,7402,109.28,35.84,808890.56,265287.68,543602.88
992708146,3255,205.7,117.11,669553.5,381193.05,288360.45
413406360,4983,437.2,263.33,2178567.6,1312173.39,866394.21
613213765,2435,47.45,31.79,115540.75,77408.65,38132.1
660929191,2490,421.89,364.69,1050506.1,908078.1,142428
145663964,4059,668.27,502.54,2712507.93,2039809.86,672698.07
526841914,3085,421.89,364.69,1301530.65,1125068.65,176462
184199368,7541,81.73,56.67,616325.93,427348.47,188977.46
267785155,2433,668.27,502.54,1625900.91,1222679.82,403221.09
647960603,4796,651.21,524.96,3123203.16,2517708.16,605495
365399539,8698,154.06,90.93,1340013.88,790909.14,549104.74
781088292,238,47.45,31.79,11293.1,7566.02,3727.08
626325690,2545,81.73,56.67,208002.85,144225.15,63777.7
952723062,780,421.89,364.69,329074.2,284458.2,44616
182204234,7137,255.28,159.42,1821933.36,1137780.54,684152.82
857005536,5838,9.33,6.92,54468.54,40398.96,14069.58
189675796,8138,154.06,90.93,1253740.28,739988.34,513751.94
413076341,7324,205.7,117.11,1506546.8,857713.64,648833.16
230381000,3712,668.27,502.54,2480618.24,1865428.48,615189.76
665076100,9652,109.28,35.84,1054770.56,345927.68,708842.88
110960471,4524,437.2,263.33,1977892.8,1191304.92,786587.88
182145440,9738,421.89,364.69,4108364.82,3551351.22,557013.6
763054835,3737,81.73,56.67,305425.01,211775.79,93649.22
458424985,6995,668.27,502.54,4674548.65,3515267.3,1159281.35
643304717,7016,154.06,90.93,1080884.96,637964.88,442920.08
513055360,3337,47.45,31.79,158340.65,106083.23,52257.42
233350741,2525,152.58,97.44,385264.5,246036,139228.5
490177190,3178,437.2,263.33,1389421.6,836862.74,552558.86
239833533,927,205.7,117.11,190683.9,108560.97,82122.93
758931100,3432,81.73,56.67,280497.36,194491.44,86005.92
694393718,5387,152.58,97.44,821948.46,524909.28,297039.18
113457715,3514,421.89,364.69,1482521.46,1281520.66,201000.8
953671920,1569,81.73,56.67,128234.37,88915.23,39319.14
272897660,5337,668.27,502.54,3566556.99,2682055.98,884501.01
599308764,7636,668.27,502.54,5102909.72,3837395.44,1265514.28
481391561,3315,47.45,31.79,157296.75,105383.85,51912.9
337944877,4254,205.7,117.11,875047.8,498185.94,376861.86
208080041,4363,651.21,524.96,2841229.23,2290400.48,550828.75
201220881,4585,81.73,56.67,374732.05,259831.95,114900.1
947103726,7894,81.73,56.67,645176.62,447352.98,197823.64
445777404,4295,109.28,35.84,469357.6,153932.8,315424.8
817603242,5823,205.7,117.11,1197791.1,681931.53,515859.57
653255069,1546,152.58,97.44,235888.68,150642.24,85246.44
863719213,2564,668.27,502.54,1713444.28,1288512.56,424931.72
630294501,7004,152.58,97.44,1068670.32,682469.76,386200.56
554592263,5030,152.58,97.44,767477.4,490123.2,277354.2
408536326,3832,81.73,56.67,313189.36,217159.44,96029.92
484363019,2636,81.73,56.67,215440.28,149382.12,66058.16
244621169,7695,421.89,364.69,3246443.55,2806289.55,440154
572172105,7296,152.58,97.44,1113223.68,710922.24,402301.44
620189654,6756,205.7,117.11,1389709.2,791195.16,598514.04
962160146,3423,154.06,90.93,527347.38,311253.39,216093.99
441882407,1679,205.7,117.11,345370.3,196627.69,148742.61
223467767,7933,651.21,524.96,5166048.93,4164507.68,1001541.25
641340053,5628,421.89,364.69,2374396.92,2052475.32,321921.6
750235593,239,9.33,6.92,2229.87,1653.88,575.99
575203216,4269,109.28,35.84,466516.32,153000.96,313515.36
661604249,2254,109.28,35.84,246317.12,80783.36,165533.76
725112521,5763,437.2,263.33,2519583.6,1517570.79,1002012.81
101714360,8394,81.73,56.67,686041.62,475687.98,210353.64
897708594,777,109.28,35.84,84910.56,27847.68,57062.88
339706552,5572,205.7,117.11,1146160.4,652536.92,493623.48
224632060,2473,9.33,6.92,23073.09,17113.16,5959.93
169721448,3203,651.21,524.96,2085825.63,1681446.88,404378.75
762523543,6516,437.2,263.33,2848795.2,1715858.28,1132936.92
410899674,3200,81.73,56.67,261536,181344,80192
293023669,1070,47.45,31.79,50771.5,34015.3,16756.2
307381856,9977,437.2,263.33,4361944.4,2627243.41,1734700.99
422773063,6799,651.21,524.96,4427576.79,3569203.04,858373.75
228308618,448,421.89,364.69,189006.72,163381.12,25625.6
283412349,6867,651.21,524.96,4471859.07,3604900.32,866958.75
767820584,4028,152.58,97.44,614592.24,392488.32,222103.92
131582152,6938,81.73,56.67,567042.74,393176.46,173866.28
945058381,2631,205.7,117.11,541196.7,308116.41,233080.29
448923099,5176,255.28,159.42,1321329.28,825157.92,496171.36
904162633,670,109.28,35.84,73217.6,24012.8,49204.8
142075812,2245,152.58,97.44,342542.1,218752.8,123789.3
114273965,5060,651.21,524.96,3295122.6,2656297.6,638825
142680919,1309,152.58,97.44,199727.22,127548.96,72178.26
969533002,5215,437.2,263.33,2279998,1373265.95,906732.05
707379043,8033,81.73,56.67,656537.09,455230.11,201306.98
689080369,3049,47.45,31.79,144675.05,96927.71,47747.34
517810809,580,9.33,6.92,5411.4,4013.6,1397.8
317056691,2975,9.33,6.92,27756.75,20587,7169.75
280616843,9615,152.58,97.44,1467056.7,936885.6,530171.1
222602593,1909,668.27,502.54,1275727.43,959348.86,316378.57
927437770,8301,9.33,6.92,77448.33,57442.92,20005.41
999858701,9263,9.33,6.92,86423.79,64099.96,22323.83
914914214,2302,255.28,159.42,587654.56,366984.84,220669.72
767965638,6953,47.45,31.79,329919.85,221035.87,108883.98
724686801,9783,9.33,6.92,91275.39,67698.36,23577.03
571064031,9392,154.06,90.93,1446931.52,854014.56,592916.96
163396155,1408,437.2,263.33,615577.6,370768.64,244808.96
778294503,3494,152.58,97.44,533114.52,340455.36,192659.16
162682902,341,651.21,524.96,222062.61,179011.36,43051.25
183797681,8673,109.28,35.84,947785.44,310840.32,636945.12
979187667,2245,81.73,56.67,183483.85,127224.15,56259.7
506714189,6844,109.28,35.84,747912.32,245288.96,502623.36
394551074,5285,255.28,159.42,1349154.8,842534.7,506620.1
991184651,2420,668.27,502.54,1617213.4,1216146.8,401066.6
915413749,126,421.89,364.69,53158.14,45950.94,7207.2
206349694,2315,152.58,97.44,353222.7,225573.6,127649.1
773416316,9930,205.7,117.11,2042601,1162902.3,879698.7
546349942,5944,651.21,524.96,3870792.24,3120362.24,750430
225199401,362,437.2,263.33,158266.4,95325.46,62940.94
130326020,5220,154.06,90.93,804193.2,474654.6,329538.6
652403628,9586,255.28,159.42,2447114.08,1528200.12,918913.96
902418553,4559,437.2,263.33,1993194.8,1200521.47,792673.33
961669623,8267,668.27,502.54,5524588.09,4154498.18,1370089.91
531768167,872,154.06,90.93,134340.32,79290.96,55049.36
284638011,9568,255.28,159.42,2442519.04,1525330.56,917188.48
512515485,3576,205.7,117.11,735583.2,418785.36,316797.84
677949416,9153,651.21,524.96,5960525.13,4804958.88,1155566.25
763801133,4584,9.33,6.92,42768.72,31721.28,11047.44
823244464,5186,437.2,263.33,2267319.2,1365629.38,901689.82
529765737,8309,651.21,524.96,5410903.89,4361892.64,1049011.25
527163779,8332,651.21,524.96,5425881.72,4373966.72,1051915
179549920,1666,437.2,263.33,728375.2,438707.78,289667.42
721347987,1754,152.58,97.44,267625.32,170909.76,96715.56
307294309,4070,651.21,524.96,2650424.7,2136587.2,513837.5
762437713,1117,255.28,159.42,285147.76,178072.14,107075.62
832139527,7433,154.06,90.93,1145127.98,675882.69,469245.29
232073581,4585,437.2,263.33,2004562,1207368.05,797193.95
998226201,6171,154.06,90.93,950704.26,561129.03,389575.23
736896216,2821,651.21,524.96,1837063.41,1480912.16,356151.25
274694955,7196,47.45,31.79,341450.2,228760.84,112689.36
508546245,8990,421.89,364.69,3792791.1,3278563.1,514228
155686414,9924,9.33,6.92,92590.92,68674.08,23916.84
703664290,8755,152.58,97.44,1335837.9,853087.2,482750.7
560341203,6269,9.33,6.92,58489.77,43381.48,15108.29
903890979,282,152.58,97.44,43027.56,27478.08,15549.48
732799947,644,421.89,364.69,271697.16,234860.36,36836.8
915866935,4233,421.89,364.69,1785860.37,1543732.77,242127.6
142203271,9963,421.89,364.69,4203290.07,3633406.47,569883.6
771232783,3774,81.73,56.67,308449.02,213872.58,94576.44
282691800,3641,154.06,90.93,560932.46,331076.13,229856.33
726629149,4567,81.73,56.67,373260.91,258811.89,114449.02
173406159,3591,152.58,97.44,547914.78,349907.04,198007.74
363696658,4778,152.58,97.44,729027.24,465568.32,263458.92
858486974,4228,152.58,97.44,645108.24,411976.32,233131.92
389075934,5070,154.06,90.93,781084.2,461015.1,320069.1
907074868,2466,81.73,56.67,201546.18,139748.22,61797.96
834407603,8607,47.45,31.79,408402.15,273616.53,134785.62
913310468,7718,154.06,90.93,1189035.08,701797.74,487237.34
156332290,1053,255.28,159.42,268809.84,167869.26,100940.58
796334397,1899,152.58,97.44,289749.42,185038.56,104710.86
636490619,573,47.45,31.79,27188.85,18215.67,8973.18
700287282,9424,47.45,31.79,447168.8,299588.96,147579.84
281523215,7830,109.28,35.84,855662.4,280627.2,575035.2
994309747,7205,47.45,31.79,341877.25,229046.95,112830.3
923070704,5989,9.33,6.92,55877.37,41443.88,14433.49
472542417,4657,255.28,159.42,1188838.96,742418.94,446420.02
117773711,713,152.58,97.44,108789.54,69474.72,39314.82
854125916,3694,255.28,159.42,943004.32,588897.48,354106.84
147272861,167,47.45,31.79,7924.15,5308.93,2615.22
483200871,8731,668.27,502.54,5834665.37,4387676.74,1446988.63
818208777,5015,421.89,364.69,2115778.35,1828920.35,286858
628907907,6680,154.06,90.93,1029120.8,607412.4,421708.4
362222087,8420,9.33,6.92,78558.6,58266.4,20292.2
985387647,6957,437.2,263.33,3041600.4,1831986.81,1209613.59
835953414,6047,152.58,97.44,922651.26,589219.68,333431.58
571780717,1475,255.28,159.42,376538,235144.5,141393.5
921043384,6060,421.89,364.69,2556653.4,2210021.4,346632
432227742,4649,668.27,502.54,3106787.23,2336308.46,770478.77
424132621,9123,9.33,6.92,85117.59,63131.16,21986.43
935869348,3392,651.21,524.96,2208904.32,1780664.32,428240
276861751,8399,152.58,97.44,1281519.42,818398.56,463120.86
876846158,7118,421.89,364.69,3003013.02,2595863.42,407149.6
735871398,9554,152.58,97.44,1457749.32,930941.76,526807.56
174298799,7743,109.28,35.84,846155.04,277509.12,568645.92
482802188,751,651.21,524.96,489058.71,394244.96,94813.75
772367894,9678,109.28,35.84,1057611.84,346859.52,710752.32
224294745,2654,109.28,35.84,290029.12,95119.36,194909.76
340194070,9840,205.7,117.11,2024088,1152362.4,871725.6
891989696,8428,81.73,56.67,688820.44,477614.76,211205.68
371917951,7641,152.58,97.44,1165863.78,744539.04,421324.74
942527663,3735,651.21,524.96,2432269.35,1960725.6,471543.75
786680161,4996,152.58,97.44,762289.68,486810.24,275479.44
857549273,6742,421.89,364.69,2844382.38,2458739.98,385642.4
828621327,6319,109.28,35.84,690540.32,226472.96,464067.36
443695151,8110,47.45,31.79,384819.5,257816.9,127002.6
866882073,8524,255.28,159.42,2176006.72,1358896.08,817110.64
632605922,1005,154.06,90.93,154830.3,91384.65,63445.65
