uuid,Country,Item Type,Sales Channel,Order Priority,Order Date,Region,Ship Date
844597852,Morocco,Office Supplies,Offline,C,3/5/16,Middle East and North Africa,4/3/16
964108932,Estonia,Fruits,Offline,C,7/26/14,Europe,8/4/14
350131547,Cameroon,Fruits,Online,L,12/11/16,Sub-Saharan Africa,1/28/17
630839526,India,Cosmetics,Online,M,12/17/14,Asia,2/3/15
354719197,Brunei,Personal Care,Online,M,6/21/16,Asia,7/16/16
840569388,Burundi,Beverages,Offline,H,6/20/11,Sub-Saharan Africa,7/25/11
327501428,Solomon Islands,Clothes,Online,H,9/20/13,Australia and Oceania,11/7/13
724939143,Qatar,Vegetables,Online,C,7/26/11,Middle East and North Africa,8/13/11
862618863,Saint Lucia,Beverages,Offline,C,2/13/17,Central America and the Caribbean,3/1/17
540589416,Nigeria,Snacks,Offline,H,1/24/17,Sub-Saharan Africa,1/26/17
979212129,Croatia,Cereal,Online,H,4/14/14,Europe,5/31/14
769160830,Federated States of Micronesia,Clothes,Online,H,7/7/16,Australia and Oceania,7/16/16
821421849,Vatican City,Clothes,Offline,M,6/2/17,Europe,6/14/17
317294013,Pakistan,Cereal,Online,C,7/5/15,Middle East and North Africa,7/24/15
758388650,Nepal,Meat,Offline,L,5/9/10,Asia,5/12/10
116629588,El Salvador,Household,Online,C,12/14/13,Central America and the Caribbean,1/12/14
484253156,Kyrgyzstan,Vegetables,Online,C,8/27/16,Asia,9/16/16
423808181,Saudi Arabia,Cereal,Offline,M,8/27/13,Middle East and North Africa,10/10/13
818155992,Djibouti,Fruits,Offline,C,5/12/16,Sub-Saharan Africa,6/8/16
820470416,Costa Rica,Office Supplies,Offline,L,9/28/10,Central America and the Caribbean,11/2/10
104237782,Trinidad and Tobago,Snacks,Offline,C,2/12/14,Central America and the Caribbean,4/1/14
213256919,Armenia,Snacks,Offline,L,10/19/10,Europe,11/22/10
511639153,Panama,Meat,Online,C,6/16/16,Central America and the Caribbean,7/9/16
433808314,Austria,Cereal,Online,M,9/28/13,Europe,11/3/13
834500730,Republic of the Congo,Office Supplies,Online,C,9/1/16,Sub-Saharan Africa,9/4/16
838765227,Guinea,Household,Offline,C,10/20/13,Sub-Saharan Africa,12/6/13
991963136,Lebanon,Personal Care,Online,L,7/2/17,Middle East and North Africa,7/3/17
109768283,Algeria,Beverages,Offline,L,9/4/14,Middle East and North Africa,10/12/14
228166997,Saint Lucia,Office Supplies,Offline,H,1/11/16,Central America and the Caribbean,2/24/16
753458106,Sri Lanka,Snacks,Offline,L,5/20/14,Asia,6/30/14
712252938,Rwanda,Personal Care,Offline,C,3/18/11,Sub-Saharan Africa,4/5/11
101475322,Barbados,Cosmetics,Offline,C,10/30/12,Central America and the Caribbean,10/30/12
338361585,Senegal,Baby Food,Online,L,6/26/11,Sub-Saharan Africa,7/23/11
210460555,Central African Republic,Meat,Online,L,10/30/11,Sub-Saharan Africa,11/23/11
825633561,Papua New Guinea,Clothes,Offline,H,1/9/12,Australia and Oceania,2/10/12
662054431,Kiribati,Cereal,Online,H,1/26/15,Australia and Oceania,2/26/15
518209493,Ethiopia,Office Supplies,Offline,M,6/21/17,Sub-Saharan Africa,7/1/17
362897574,Federated States of Micronesia,Beverages,Online,M,1/1/13,Australia and Oceania,1/4/13
685230004,Solomon Islands,Office Supplies,Online,C,8/26/11,Australia and Oceania,8/26/11
244630610,Benin,Snacks,Online,M,2/9/13,Sub-Saharan Africa,3/17/13
120835721,Cote d'Ivoire,Snacks,Online,M,7/25/10,Sub-Saharan Africa,7/28/10
563894164,Yemen,Fruits,Offline,H,3/13/17,Middle East and North Africa,4/19/17
544167268,Armenia,Household,Online,L,12/17/16,Europe,1/18/17
902328860,Egypt,Personal Care,Online,M,10/24/13,Middle East and North Africa,11/18/13
299365270,Libya,Meat,Offline,C,10/8/12,Middle East and North Africa,10/21/12
166575324,South Korea,Clothes,Offline,C,2/16/16,Asia,3/20/16
655570352,Austria,Clothes,Offline,M,2/6/12,Europe,3/11/12
188274180,Sao Tome and Principe,Household,Offline,M,6/21/16,Sub-Saharan Africa,6/26/16
406923139,Dominica,Personal Care,Online,L,10/22/15,Central America and the Caribbean,12/8/15
324066054,Cote d'Ivoire,Household,Offline,M,8/28/16,Sub-Saharan Africa,10/16/16
372564256,Latvia,Beverages,Offline,C,7/1/11,Europe,7/15/11
155591571,Taiwan,Cosmetics,Offline,L,10/20/12,Asia,11/23/12
696634328,Andorra,Vegetables,Online,C,5/23/11,Europe,6/4/11
389491355,Burundi,Cosmetics,Online,H,7/3/10,Sub-Saharan Africa,8/15/10
848273980,Cambodia,Vegetables,Offline,M,6/13/14,Asia,7/13/14
157406032,Greece,Meat,Offline,L,3/29/17,Europe,4/18/17
521623837,Burundi,Baby Food,Offline,L,12/15/13,Sub-Saharan Africa,1/2/14
615976226,Denmark,Personal Care,Offline,H,2/6/12,Europe,2/28/12
535824525,The Bahamas,Vegetables,Offline,C,8/31/12,Central America and the Caribbean,10/11/12
446842563,Bhutan,Household,Online,C,12/5/13,Asia,12/25/13
135016667,Libya,Snacks,Offline,C,3/23/15,Middle East and North Africa,4/14/15
356645667,Malaysia,Beverages,Online,H,3/2/13,Asia,4/17/13
588340890,Malta,Baby Food,Offline,H,1/6/13,Europe,1/7/13
377026164,Poland,Cereal,Offline,M,4/21/17,Europe,6/3/17
689937818,United Arab Emirates,Beverages,Online,M,6/25/14,Middle East and North Africa,7/26/14
764624679,Cyprus,Personal Care,Offline,H,12/29/12,Europe,1/17/13
358948075,Cambodia,Personal Care,Online,L,10/16/14,Asia,11/8/14
201081836,Singapore,Clothes,Online,C,7/6/11,Asia,8/21/11
639512288,Syria,Personal Care,Online,L,1/7/11,Middle East and North Africa,1/10/11
293038260,Serbia,Household,Online,M,11/15/10,Europe,11/17/10
100771081,Ethiopia,Vegetables,Online,H,4/10/17,Sub-Saharan Africa,4/21/17
172134578,Iceland,Cereal,Offline,L,12/27/10,Europe,2/2/11
236865079,Costa Rica,Baby Food,Offline,M,9/13/11,Central America and the Caribbean,10/31/11
995011413,New Zealand,Meat,Offline,C,8/29/13,Australia and Oceania,9/1/13
966934907,China,Meat,Offline,L,3/9/12,Asia,4/3/12
543309390,Angola,Fruits,Offline,M,1/7/15,Sub-Saharan Africa,1/30/15
635121190,Saint Vincent and the Grenadines,Meat,Offline,C,10/24/15,Central America and the Caribbean,11/13/15
423669135,Azerbaijan,Fruits,Offline,M,1/29/13,Middle East and North Africa,2/26/13
510564553,Tunisia ,Fruits,Online,M,12/19/13,Middle East and North Africa,1/9/14
667731273,Iceland,Office Supplies,Online,L,4/29/15,Europe,5/12/15
287405622,South Africa,Cereal,Offline,C,1/29/15,Sub-Saharan Africa,2/28/15
632136428,Serbia,Cosmetics,Offline,M,12/28/15,Europe,2/2/16
784785020,Namibia,Snacks,Offline,H,4/29/14,Sub-Saharan Africa,5/7/14
798525226,Zimbabwe,Snacks,Offline,H,3/13/11,Sub-Saharan Africa,3/28/11
346843373,Angola,Cosmetics,Offline,M,5/9/16,Sub-Saharan Africa,6/12/16
973538291,France,Office Supplies,Online,L,2/9/14,Europe,3/15/14
242721307,Egypt,Meat,Online,H,7/22/12,Middle East and North Africa,9/5/12
288816249,Central African Republic,Household,Online,C,1/25/17,Sub-Saharan Africa,3/2/17
166559445,Lithuania,Beverages,Online,C,5/13/11,Europe,6/23/11
800999724,Algeria,Cosmetics,Online,H,4/21/14,Middle East and North Africa,5/21/14
937498414,Burkina Faso,Vegetables,Offline,M,7/11/15,Sub-Saharan Africa,8/17/15
291729342,Turkmenistan,Fruits,Offline,H,1/31/17,Asia,3/6/17
899678838,Canada,Office Supplies,Offline,C,7/16/14,North America,7/23/14
367645728,Bosnia and Herzegovina,Snacks,Online,H,11/10/15,Europe,12/12/15
422241342,Ghana,Household,Offline,C,12/11/14,Sub-Saharan Africa,1/23/15
160389506,Guatemala,Household,Offline,M,7/15/10,Central America and the Caribbean,8/1/10
999326550,Moldova ,Cereal,Offline,L,1/9/10,Europe,2/21/10
826601302,Morocco,Office Supplies,Offline,M,6/30/10,Middle East and North Africa,8/17/10
750075089,Namibia,Household,Offline,L,2/7/10,Sub-Saharan Africa,2/28/10
147921741,United States of America,Fruits,Online,M,11/10/11,North America,12/23/11
718627583,Ukraine,Cereal,Offline,M,4/3/12,Europe,4/6/12
630991446,Armenia,Fruits,Online,H,8/23/12,Europe,9/27/12
374124658,Armenia,Household,Online,L,6/11/15,Europe,7/10/15
507451045,France,Cosmetics,Online,L,10/7/12,Europe,10/26/12
310706937,Israel,Personal Care,Online,C,12/13/12,Middle East and North Africa,1/31/13
933941161,Zimbabwe,Personal Care,Online,M,1/11/14,Sub-Saharan Africa,1/12/14
447515046,Vatican City,Household,Online,C,2/7/15,Europe,3/4/15
592102420,Luxembourg,Household,Offline,M,7/21/12,Europe,7/24/12
928689610,Senegal,Clothes,Offline,H,5/27/11,Sub-Saharan Africa,7/1/11
188575446,United Kingdom,Meat,Offline,C,12/8/13,Europe,12/13/13
323371255,Samoa ,Cosmetics,Offline,L,12/13/15,Australia and Oceania,12/29/15
655000865,Azerbaijan,Beverages,Online,C,7/5/10,Middle East and North Africa,7/8/10
125700604,East Timor,Beverages,Online,H,6/19/14,Australia and Oceania,7/9/14
448019301,Switzerland,Office Supplies,Online,H,8/28/11,Europe,9/1/11
254818284,China,Cereal,Online,L,4/9/17,Asia,4/19/17
949271380,Tuvalu,Cosmetics,Offline,L,6/30/13,Australia and Oceania,7/28/13
854864919,Mali,Fruits,Online,M,11/12/13,Sub-Saharan Africa,11/25/13
165397727,Andorra,Vegetables,Offline,C,1/18/14,Europe,1/24/14
494981133,Myanmar,Beverages,Online,M,10/14/10,Asia,10/30/10
828038966,Bosnia and Herzegovina,Household,Offline,C,3/25/13,Europe,4/29/13
669307553,Uganda,Baby Food,Offline,M,6/17/16,Sub-Saharan Africa,7/7/16
493835723,Syria,Household,Offline,H,11/2/12,Middle East and North Africa,11/21/12
396984803,Belize,Household,Offline,M,12/5/10,Central America and the Caribbean,1/14/11
544428622,Ukraine,Personal Care,Online,C,7/28/16,Europe,8/27/16
722153508,Jamaica,Office Supplies,Offline,M,12/21/13,Central America and the Caribbean,12/21/13
786458289,Malawi,Office Supplies,Offline,H,11/18/14,Sub-Saharan Africa,11/18/14
213954293,South Africa,Household,Offline,C,12/26/16,Sub-Saharan Africa,2/5/17
351565349,India,Cereal,Offline,L,3/31/15,Asia,4/23/15
366527783,Hungary,Personal Care,Online,M,4/4/13,Europe,4/15/13
396390426,Hungary,Cereal,Online,L,11/25/11,Europe,12/2/11
199014604,Lithuania,Cereal,Offline,C,2/9/13,Europe,3/7/13
502574145,Tunisia ,Personal Care,Online,L,2/10/16,Middle East and North Africa,3/3/16
755555379,United States of America,Snacks,Offline,M,8/11/13,North America,8/22/13
476757133,Finland,Personal Care,Online,C,10/1/10,Europe,11/19/10
605290734,Cuba,Cosmetics,Offline,M,9/23/13,Central America and the Caribbean,9/27/13
350580012,Cuba,Cereal,Offline,L,11/18/10,Central America and the Caribbean,12/21/10
342361295,Barbados,Vegetables,Offline,M,4/28/14,Central America and the Caribbean,5/4/14
380683410,Uzbekistan,Office Supplies,Offline,L,9/24/10,Asia,10/26/10
785907685,Madagascar,Cosmetics,Offline,M,7/26/10,Sub-Saharan Africa,8/27/10
148707950,Monaco,Beverages,Offline,M,12/30/13,Europe,1/14/14
280070531,Namibia,Vegetables,Offline,L,9/5/14,Sub-Saharan Africa,9/11/14
361294257,Algeria,Personal Care,Offline,M,2/15/11,Middle East and North Africa,3/2/11
993990457,Portugal,Fruits,Online,H,6/24/10,Europe,7/11/10
150082957,Morocco,Fruits,Offline,L,3/4/17,Middle East and North Africa,3/30/17
821808087,Ethiopia,Cereal,Offline,C,12/21/13,Sub-Saharan Africa,1/7/14
671714675,Madagascar,Office Supplies,Offline,L,3/23/11,Sub-Saharan Africa,3/28/11
582664048,Tonga,Household,Online,L,10/5/12,Australia and Oceania,10/24/12
607830035,Czech Republic,Vegetables,Offline,C,2/16/12,Europe,3/10/12
420698964,Cote d'Ivoire,Clothes,Offline,M,6/30/11,Sub-Saharan Africa,8/18/11
665069663,San Marino,Cereal,Offline,C,4/28/10,Europe,5/9/10
705053460,Guinea,Personal Care,Offline,L,9/14/16,Sub-Saharan Africa,10/28/16
875074183,Iran,Office Supplies,Online,C,4/17/13,Middle East and North Africa,5/2/13
229868161,Bahrain,Meat,Online,H,2/7/14,Middle East and North Africa,2/14/14
594484221,El Salvador,Snacks,Online,C,4/12/15,Central America and the Caribbean,5/23/15
714283692,Oman,Fruits,Offline,L,1/8/14,Middle East and North Africa,1/8/14
304940402,Egypt,Household,Offline,L,5/24/12,Middle East and North Africa,6/1/12
502440679,San Marino,Household,Online,H,7/10/13,Europe,7/10/13
713083350,Belize,Beverages,Offline,C,3/27/10,Central America and the Caribbean,3/27/10
863479745,Ethiopia,Beverages,Offline,H,7/30/11,Sub-Saharan Africa,9/14/11
950553691,Republic of the Congo,Vegetables,Offline,M,4/15/16,Sub-Saharan Africa,4/27/16
591541516,Malaysia,Vegetables,Online,H,8/11/16,Asia,9/18/16
373992049,Liberia,Meat,Online,L,3/17/17,Sub-Saharan Africa,5/6/17
505766618,Gabon,Snacks,Offline,M,3/25/16,Sub-Saharan Africa,5/3/16
365039050,Oman,Personal Care,Online,C,9/9/16,Middle East and North Africa,10/12/16
750295674,Finland,Beverages,Online,L,2/1/15,Europe,2/26/15
730335319,Botswana,Clothes,Online,H,10/5/12,Sub-Saharan Africa,11/19/12
794269311,Saint Lucia,Cereal,Online,M,2/19/12,Central America and the Caribbean,3/26/12
601521480,Mongolia,Clothes,Online,M,11/24/12,Asia,12/24/12
331828153,Comoros,Office Supplies,Online,M,10/23/15,Sub-Saharan Africa,11/13/15
235238158,Jamaica,Baby Food,Offline,C,5/3/11,Central America and the Caribbean,6/17/11
182112824,Niger,Baby Food,Online,M,9/19/13,Sub-Saharan Africa,11/4/13
113125979,Democratic Republic of the Congo,Beverages,Online,C,10/8/11,Sub-Saharan Africa,10/17/11
489263951,Belize,Fruits,Online,L,7/3/10,Central America and the Caribbean,8/7/10
941825568,North Korea,Office Supplies,Offline,M,3/20/12,Asia,3/26/12
722422158,Democratic Republic of the Congo,Household,Offline,H,9/13/12,Sub-Saharan Africa,10/9/12
952977550,Canada,Office Supplies,Offline,M,8/4/12,North America,9/4/12
575728070,Denmark,Meat,Offline,H,8/6/13,Europe,8/28/13
403222548,Georgia,Fruits,Offline,H,9/13/14,Europe,10/22/14
868322312,Comoros,Meat,Offline,C,12/12/15,Sub-Saharan Africa,1/16/16
674201190,East Timor,Vegetables,Online,C,8/30/14,Australia and Oceania,8/30/14
844345510,Lithuania,Office Supplies,Offline,C,10/24/16,Europe,12/4/16
672554099,Kiribati,Household,Offline,C,7/1/10,Australia and Oceania,8/19/10
872938287,Morocco,Personal Care,Offline,M,3/3/15,Middle East and North Africa,4/1/15
429921901,Bulgaria,Baby Food,Offline,L,4/7/17,Europe,5/4/17
648241269,Jordan,Fruits,Offline,M,11/13/11,Middle East and North Africa,11/13/11
202945220,Oman,Beverages,Offline,L,1/18/14,Middle East and North Africa,3/4/14
989395081,Saint Kitts and Nevis ,Fruits,Online,H,3/26/17,Central America and the Caribbean,4/13/17
473264682,Myanmar,Personal Care,Online,H,2/13/12,Asia,3/3/12
240540349,Philippines,Cosmetics,Online,H,3/11/13,Asia,3/18/13
147520911,El Salvador,Cosmetics,Online,M,1/25/17,Central America and the Caribbean,2/27/17
570817697,Italy,Meat,Offline,L,11/8/13,Europe,11/16/13
157354533,Benin,Vegetables,Offline,C,8/29/13,Sub-Saharan Africa,10/1/13
774367749,Greenland,Office Supplies,Offline,M,7/4/12,North America,7/24/12
759406173,San Marino,Clothes,Online,M,4/11/11,Europe,5/4/11
770331132,Seychelles ,Snacks,Offline,H,11/25/11,Sub-Saharan Africa,12/2/11
635316455,Poland,Meat,Online,C,8/10/13,Europe,9/5/13
702848470,Zambia,Fruits,Online,M,9/4/16,Sub-Saharan Africa,10/21/16
491726005,Albania,Clothes,Online,L,2/7/11,Europe,3/2/11
941060388,San Marino,Fruits,Offline,C,8/28/10,Europe,9/22/10
360275447,Sao Tome and Principe,Fruits,Online,H,4/1/11,Sub-Saharan Africa,4/9/11
279107511,Honduras,Snacks,Online,L,6/1/17,Central America and the Caribbean,7/15/17
497605407,Ireland,Meat,Offline,C,11/5/15,Europe,12/15/15
436130464,Panama,Baby Food,Online,L,12/27/16,Central America and the Caribbean,1/13/17
485356509,Albania,Clothes,Online,M,6/12/13,Europe,7/18/13
656269872,Malaysia,Office Supplies,Offline,L,1/7/14,Asia,1/27/14
130169379,Morocco,Cereal,Online,M,3/20/17,Middle East and North Africa,4/19/17
408666360,Eritrea,Office Supplies,Offline,M,1/15/15,Sub-Saharan Africa,2/26/15
363684642,Taiwan,Vegetables,Online,H,12/2/11,Asia,12/19/11
287460553,Burundi,Fruits,Online,M,5/5/13,Sub-Saharan Africa,6/7/13
542542922,Egypt,Beverages,Online,M,7/4/14,Middle East and North Africa,7/7/14
211793076,Lebanon,Household,Online,M,9/3/11,Middle East and North Africa,9/10/11
248384845,Madagascar,Cereal,Offline,C,7/12/13,Sub-Saharan Africa,7/22/13
325804555,Sao Tome and Principe,Office Supplies,Offline,L,9/5/14,Sub-Saharan Africa,10/16/14
187851035,Benin,Baby Food,Online,M,7/30/14,Sub-Saharan Africa,8/17/14
998635613,Moldova ,Beverages,Offline,L,10/1/13,Europe,10/23/13
392582118,Comoros,Office Supplies,Online,H,7/26/17,Sub-Saharan Africa,8/17/17
124426877,Tonga,Vegetables,Offline,L,4/26/17,Australia and Oceania,4/27/17
219218719,Singapore,Clothes,Offline,C,9/21/16,Asia,10/21/16
322318971,Mozambique,Office Supplies,Online,C,12/27/12,Sub-Saharan Africa,2/8/13
149401462,Albania,Vegetables,Offline,L,10/1/15,Europe,10/12/15
836452519,Slovakia,Baby Food,Offline,M,12/24/12,Europe,1/14/13
889770972,Swaziland,Fruits,Offline,C,8/28/12,Sub-Saharan Africa,10/15/12
235968148,Liberia,Office Supplies,Online,L,4/3/16,Sub-Saharan Africa,4/30/16
671967875,Sudan,Cosmetics,Offline,M,12/9/14,Sub-Saharan Africa,1/13/15
915006482,Guinea,Snacks,Offline,C,2/5/16,Sub-Saharan Africa,2/15/16
652632796,Moldova ,Clothes,Offline,C,10/26/16,Europe,11/25/16
992708146,Equatorial Guinea,Cereal,Offline,M,4/6/15,Sub-Saharan Africa,5/10/15
413406360,Nauru,Cosmetics,Offline,C,6/5/14,Australia and Oceania,6/6/14
613213765,Saudi Arabia,Beverages,Online,H,10/25/10,Middle East and North Africa,11/19/10
660929191,Turkmenistan,Meat,Online,L,5/8/13,Asia,6/10/13
145663964,Malaysia,Household,Online,L,11/14/16,Asia,12/4/16
526841914,Swaziland,Meat,Online,L,7/2/13,Sub-Saharan Africa,7/21/13
184199368,Belarus,Personal Care,Offline,M,7/28/11,Europe,8/20/11
267785155,Latvia,Household,Offline,L,9/7/16,Europe,9/23/16
647960603,Lebanon,Office Supplies,Offline,H,10/21/12,Middle East and North Africa,12/5/12
365399539,Myanmar,Vegetables,Offline,L,6/16/11,Asia,7/30/11
781088292,Finland,Beverages,Online,M,1/29/10,Europe,2/10/10
626325690,Saint Kitts and Nevis ,Personal Care,Offline,M,12/21/10,Central America and the Caribbean,1/26/11
952723062,Vatican City,Meat,Offline,H,7/1/17,Europe,7/15/17
182204234,Papua New Guinea,Baby Food,Offline,M,2/24/15,Australia and Oceania,4/1/15
857005536,Malawi,Fruits,Online,H,3/15/13,Sub-Saharan Africa,3/16/13
189675796,Turkey,Vegetables,Offline,M,8/23/10,Middle East and North Africa,8/23/10
413076341,Portugal,Cereal,Online,M,2/3/15,Europe,3/12/15
230381000,East Timor,Household,Online,L,4/20/16,Australia and Oceania,4/21/16
665076100,Kyrgyzstan,Clothes,Offline,C,8/29/12,Asia,10/16/12
110960471,Angola,Cosmetics,Online,C,12/28/14,Sub-Saharan Africa,1/16/15
182145440,Lithuania,Meat,Online,H,6/13/12,Europe,7/4/12
763054835,Ireland,Personal Care,Online,M,3/14/14,Europe,5/2/14
458424985,Mexico,Household,Offline,L,4/26/15,North America,5/4/15
643304717,Turkey,Vegetables,Online,H,9/25/15,Middle East and North Africa,11/12/15
513055360,Guinea,Beverages,Offline,H,6/9/16,Sub-Saharan Africa,7/3/16
233350741,Democratic Republic of the Congo,Snacks,Online,C,9/17/15,Sub-Saharan Africa,10/22/15
490177190,Saint Kitts and Nevis ,Cosmetics,Offline,H,11/19/12,Central America and the Caribbean,1/1/13
239833533,Norway,Cereal,Offline,H,2/26/12,Europe,4/11/12
758931100,New Zealand,Personal Care,Offline,C,3/14/11,Australia and Oceania,3/17/11
694393718,Hungary,Snacks,Offline,C,7/19/12,Europe,8/7/12
113457715,Guinea,Meat,Offline,C,3/25/12,Sub-Saharan Africa,4/1/12
953671920,Saint Vincent and the Grenadines,Personal Care,Offline,M,2/15/11,Central America and the Caribbean,3/5/11
272897660,Iceland,Household,Offline,H,3/2/11,Europe,3/19/11
599308764,Democratic Republic of the Congo,Household,Offline,M,7/31/11,Sub-Saharan Africa,8/9/11
481391561,Denmark,Beverages,Online,L,8/23/12,Europe,9/1/12
337944877,Turkey,Cereal,Online,L,12/6/11,Middle East and North Africa,12/31/11
208080041,Monaco,Office Supplies,Offline,C,8/19/15,Europe,9/11/15
201220881,Israel,Personal Care,Online,C,2/2/12,Middle East and North Africa,2/13/12
947103726,Djibouti,Personal Care,Offline,M,5/31/13,Sub-Saharan Africa,6/8/13
445777404,Burundi,Clothes,Offline,M,11/10/13,Sub-Saharan Africa,12/4/13
817603242,Canada,Cereal,Offline,H,4/24/16,North America,5/24/16
653255069,Egypt,Snacks,Offline,C,5/15/13,Middle East and North Africa,6/19/13
863719213,Ireland,Household,Offline,H,10/30/13,Europe,11/11/13
630294501,Denmark,Snacks,Online,C,3/16/16,Europe,4/8/16
554592263,Mongolia,Snacks,Offline,C,7/2/12,Asia,8/15/12
408536326,Mongolia,Personal Care,Offline,L,9/17/14,Asia,10/23/14
484363019,Burundi,Personal Care,Online,H,3/8/13,Sub-Saharan Africa,4/4/13
244621169,Guatemala,Meat,Online,H,9/8/10,Central America and the Caribbean,10/8/10
572172105,Serbia,Snacks,Offline,L,1/21/11,Europe,2/14/11
620189654,Czech Republic,Cereal,Offline,H,5/28/15,Europe,6/21/15
962160146,Japan,Vegetables,Offline,M,10/6/10,Asia,10/17/10
441882407,Australia,Cereal,Offline,M,9/26/11,Australia and Oceania,9/27/11
223467767,Algeria,Office Supplies,Online,C,4/9/11,Middle East and North Africa,5/6/11
641340053,Bulgaria,Meat,Offline,L,9/27/14,Europe,10/4/14
750235593,Sierra Leone,Fruits,Offline,L,6/7/13,Sub-Saharan Africa,6/30/13
575203216,Botswana,Clothes,Offline,M,1/26/11,Sub-Saharan Africa,3/14/11
661604249,Serbia,Clothes,Online,C,6/7/12,Europe,6/19/12
725112521,Montenegro,Cosmetics,Online,C,1/2/12,Europe,2/13/12
101714360,The Bahamas,Personal Care,Online,H,11/28/12,Central America and the Caribbean,12/18/12
897708594,Andorra,Clothes,Online,H,7/22/15,Europe,8/14/15
339706552,Tanzania,Cereal,Online,M,10/31/13,Sub-Saharan Africa,12/7/13
224632060,Taiwan,Fruits,Offline,C,1/23/14,Asia,2/28/14
169721448,Greenland,Office Supplies,Offline,H,1/22/16,North America,2/2/16
762523543,Turkmenistan,Cosmetics,Online,L,11/27/16,Asia,1/4/17
410899674,Lesotho,Personal Care,Online,C,10/6/14,Sub-Saharan Africa,10/13/14
293023669,Gabon,Beverages,Online,C,8/19/12,Sub-Saharan Africa,10/7/12
307381856,Jordan,Cosmetics,Offline,H,8/4/14,Middle East and North Africa,8/6/14
422773063,Saint Vincent and the Grenadines,Office Supplies,Offline,M,5/31/14,Central America and the Caribbean,7/20/14
228308618,The Bahamas,Meat,Offline,H,7/6/14,Central America and the Caribbean,8/8/14
283412349,Gabon,Office Supplies,Online,C,7/31/14,Sub-Saharan Africa,9/5/14
767820584,Kiribati,Snacks,Online,L,5/18/15,Australia and Oceania,5/20/15
131582152,Saudi Arabia,Personal Care,Offline,C,12/9/14,Middle East and North Africa,12/24/14
945058381,Nicaragua,Cereal,Online,M,5/14/12,Central America and the Caribbean,6/5/12
448923099,United Kingdom,Baby Food,Offline,C,8/13/11,Europe,8/19/11
904162633,Iraq,Clothes,Offline,M,2/16/10,Middle East and North Africa,3/6/10
142075812,Austria,Snacks,Offline,M,3/14/10,Europe,4/26/10
114273965,Latvia,Office Supplies,Offline,M,3/13/15,Europe,4/13/15
142680919,Romania,Snacks,Online,L,8/9/10,Europe,8/28/10
969533002,Denmark,Cosmetics,Offline,L,4/13/13,Europe,4/22/13
707379043,Pakistan,Personal Care,Offline,C,8/20/14,Middle East and North Africa,9/30/14
689080369,Albania,Beverages,Offline,H,9/17/14,Europe,10/5/14
517810809,Tuvalu,Fruits,Offline,L,11/3/10,Australia and Oceania,12/3/10
317056691,Lesotho,Fruits,Online,H,7/22/16,Sub-Saharan Africa,8/23/16
280616843,Netherlands,Snacks,Offline,L,5/21/12,Europe,6/7/12
222602593,Angola,Household,Offline,C,3/17/10,Sub-Saharan Africa,4/27/10
927437770,Switzerland,Fruits,Offline,L,8/11/11,Europe,9/28/11
999858701,Nauru,Fruits,Offline,H,9/2/11,Australia and Oceania,10/17/11
914914214,Germany,Baby Food,Online,H,4/26/10,Europe,5/25/10
767965638,Palau,Beverages,Offline,L,2/13/16,Australia and Oceania,2/21/16
724686801,Macedonia,Fruits,Online,L,3/15/12,Europe,4/14/12
571064031,Syria,Vegetables,Online,L,1/20/13,Middle East and North Africa,1/25/13
163396155,Hungary,Cosmetics,Online,C,4/16/15,Europe,5/20/15
778294503,El Salvador,Snacks,Offline,M,8/2/16,Central America and the Caribbean,8/29/16
162682902,Turkmenistan,Office Supplies,Offline,C,11/29/11,Asia,1/3/12
183797681,Laos,Clothes,Offline,L,6/5/12,Asia,6/27/12
979187667,Sudan,Personal Care,Online,C,6/13/11,Sub-Saharan Africa,7/23/11
506714189,Nauru,Clothes,Offline,H,11/27/10,Australia and Oceania,12/1/10
394551074,North Korea,Baby Food,Offline,M,1/8/10,Asia,1/27/10
991184651,Mauritius ,Household,Offline,H,8/28/16,Sub-Saharan Africa,8/29/16
915413749,Bosnia and Herzegovina,Meat,Offline,C,3/24/13,Europe,3/29/13
206349694,Norway,Snacks,Offline,C,7/4/13,Europe,7/4/13
773416316,Cuba,Cereal,Offline,C,5/27/13,Central America and the Caribbean,7/9/13
546349942,Zambia,Office Supplies,Online,H,6/16/17,Sub-Saharan Africa,6/18/17
225199401,North Korea,Cosmetics,Offline,H,5/7/12,Asia,6/14/12
130326020,Slovenia,Vegetables,Online,C,2/10/16,Europe,3/2/16
652403628,Turkmenistan,Baby Food,Online,L,10/7/13,Asia,10/18/13
902418553,Ethiopia,Cosmetics,Online,C,2/12/14,Sub-Saharan Africa,3/16/14
961669623,Ukraine,Household,Offline,L,9/3/15,Europe,10/18/15
531768167,Serbia,Vegetables,Offline,C,6/8/10,Europe,7/2/10
284638011,Sri Lanka,Baby Food,Online,L,5/28/10,Asia,7/1/10
512515485,Eritrea,Cereal,Offline,H,7/1/13,Sub-Saharan Africa,8/19/13
677949416,Singapore,Office Supplies,Offline,M,11/30/14,Asia,1/4/15
763801133,Namibia,Fruits,Offline,C,11/30/10,Sub-Saharan Africa,12/18/10
823244464,Australia,Cosmetics,Online,C,3/7/10,Australia and Oceania,3/24/10
529765737,Belarus,Office Supplies,Offline,H,11/23/14,Europe,12/3/14
